# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -9845 6 965 175 2235360 5 /openedx/staticfiles/studio/admin/js/vendor/select2/i18n/bs.js
DUPTYPE_WITHIN_SAME_TREE -9845 5 965 175 2233549 5 /openedx/staticfiles/admin/js/vendor/select2/i18n/bs.js
DUPTYPE_FIRST_OCCURRENCE 3373 2 965 175 1979164 5 /openedx/staticfiles/studio/templates/previous-video-upload.272eefc26071.underscore
DUPTYPE_WITHIN_SAME_TREE -3373 2 965 175 1978091 5 /openedx/staticfiles/studio/templates/previous-video-upload.underscore
DUPTYPE_FIRST_OCCURRENCE 3941 2 966 175 2248770 5 /openedx/staticfiles/templates/support/link_program_enrollments.7d65044b636c.html
DUPTYPE_WITHIN_SAME_TREE -3941 2 966 175 2231347 5 /openedx/staticfiles/templates/support/link_program_enrollments.html
DUPTYPE_FIRST_OCCURRENCE 1267 1 966 175 2251166 5 /openedx/staticfiles/templates/_gated_content.80d65997882d.html
DUPTYPE_WITHIN_SAME_TREE -1267 1 966 175 2208435 5 /openedx/staticfiles/templates/_gated_content.html
DUPTYPE_FIRST_OCCURRENCE 8357 4 967 175 2246860 5 /openedx/staticfiles/studio-frontend/src/components/AccessibilityPolicyPage/AccessibilityPolicyPage.test.78b8d251b2c0.jsx
DUPTYPE_WITHIN_SAME_TREE -8357 4 967 175 2233297 5 /openedx/staticfiles/studio-frontend/src/components/AccessibilityPolicyPage/AccessibilityPolicyPage.test.jsx
DUPTYPE_FIRST_OCCURRENCE 9841 5 968 175 2245598 5 /openedx/staticfiles/admin/js/vendor/select2/i18n/bg.39b8be30d4f0.js
DUPTYPE_WITHIN_SAME_TREE -9841 6 968 175 2235323 5 /openedx/staticfiles/studio/admin/js/vendor/select2/i18n/bg.js
DUPTYPE_WITHIN_SAME_TREE -9841 6 968 175 2240441 5 /openedx/staticfiles/studio/admin/js/vendor/select2/i18n/bg.39b8be30d4f0.js
DUPTYPE_WITHIN_SAME_TREE -9841 5 968 175 2233512 5 /openedx/staticfiles/admin/js/vendor/select2/i18n/bg.js
DUPTYPE_FIRST_OCCURRENCE 3351 2 969 175 1979138 5 /openedx/staticfiles/studio/templates/metadata-option-entry.def9eab85156.underscore
DUPTYPE_WITHIN_SAME_TREE -3351 2 969 175 1978065 5 /openedx/staticfiles/studio/templates/metadata-option-entry.underscore
DUPTYPE_FIRST_OCCURRENCE 15093 6 970 175 2242804 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/hborder_ie6.6b89f1e4611c.png
DUPTYPE_WITHIN_SAME_TREE -15093 6 970 175 2233715 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/hborder_ie6.png
DUPTYPE_WITHIN_SAME_TREE -15093 7 970 175 2235589 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/hborder_ie6.png
DUPTYPE_WITHIN_SAME_TREE -15093 7 970 175 2240428 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/hborder_ie6.6b89f1e4611c.png
DUPTYPE_FIRST_OCCURRENCE 5615 3 970 175 2247936 5 /openedx/staticfiles/paragon/src/CheckBoxGroup/CheckBoxGroup.test.72635dcd835f.jsx
DUPTYPE_WITHIN_SAME_TREE -5615 6 970 175 2232125 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/CheckBoxGroup/CheckBoxGroup.test.jsx
DUPTYPE_WITHIN_SAME_TREE -5615 6 970 175 2241713 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/CheckBoxGroup/CheckBoxGroup.test.72635dcd835f.jsx
DUPTYPE_WITHIN_SAME_TREE -5615 6 970 175 2242654 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/CheckBoxGroup/CheckBoxGroup.test.72635dcd835f.jsx
DUPTYPE_WITHIN_SAME_TREE -5615 3 970 175 2232438 5 /openedx/staticfiles/paragon/src/CheckBoxGroup/CheckBoxGroup.test.jsx
DUPTYPE_WITHIN_SAME_TREE -5615 6 970 175 2232953 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/CheckBoxGroup/CheckBoxGroup.test.jsx
DUPTYPE_FIRST_OCCURRENCE 13241 6 970 175 2241726 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Responsive/README.174aefdfddac.md
DUPTYPE_WITHIN_SAME_TREE -13241 6 970 175 2242674 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Responsive/README.174aefdfddac.md
DUPTYPE_WITHIN_SAME_TREE -13241 6 970 175 2232966 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Responsive/README.md
DUPTYPE_WITHIN_SAME_TREE -13241 6 970 175 2232138 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Responsive/README.md
DUPTYPE_FIRST_OCCURRENCE 15944 7 971 175 2182720 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/content.inline.min.css
DUPTYPE_WITHIN_SAME_TREE -15944 8 971 175 1462613 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/skins/studio-tmce4/content.inline.min.css
DUPTYPE_FIRST_OCCURRENCE 4593 3 972 175 2247420 5 /openedx/staticfiles/edx-ui-toolkit/js/breadcrumbs/breadcrumbs-model.75518eaae474.js
DUPTYPE_WITHIN_SAME_TREE -4593 4 972 175 1978661 5 /openedx/staticfiles/studio/edx-ui-toolkit/js/breadcrumbs/breadcrumbs-model.75518eaae474.js
DUPTYPE_WITHIN_SAME_TREE -4593 3 972 175 2200961 5 /openedx/staticfiles/edx-ui-toolkit/js/breadcrumbs/breadcrumbs-model.js
DUPTYPE_WITHIN_SAME_TREE -4593 4 972 175 1977736 5 /openedx/staticfiles/studio/edx-ui-toolkit/js/breadcrumbs/breadcrumbs-model.js
DUPTYPE_FIRST_OCCURRENCE 3751 2 972 175 2248585 5 /openedx/staticfiles/templates/financial-assistance/apply.5a944e66dd6c.html
DUPTYPE_WITHIN_SAME_TREE -3751 2 972 175 2214918 5 /openedx/staticfiles/templates/financial-assistance/apply.html
DUPTYPE_FIRST_OCCURRENCE 8045 4 973 175 2247025 5 /openedx/staticfiles/instructor/ProblemBrowser/components/Main/MainContainer.43ea550c27fb.jsx
DUPTYPE_WITHIN_SAME_TREE -8045 5 973 175 2366002 5 /openedx/staticfiles/studio/instructor/ProblemBrowser/components/Main/MainContainer.43ea550c27fb.jsx
DUPTYPE_WITHIN_SAME_TREE -8045 5 973 175 2325143 5 /openedx/staticfiles/studio/instructor/ProblemBrowser/components/Main/MainContainer.jsx
DUPTYPE_WITHIN_SAME_TREE -8045 4 973 175 2234461 5 /openedx/staticfiles/instructor/ProblemBrowser/components/Main/MainContainer.jsx
DUPTYPE_FIRST_OCCURRENCE 7135 3 973 175 2247502 5 /openedx/staticfiles/xmodule/modules/css/_000-80797edfb8c43719d5c3a81f5770ef46.80797edfb8c4.scss
DUPTYPE_WITHIN_SAME_TREE -7135 4 973 175 1978741 5 /openedx/staticfiles/studio/xmodule/modules/css/_000-80797edfb8c43719d5c3a81f5770ef46.80797edfb8c4.scss
DUPTYPE_WITHIN_SAME_TREE -7135 3 973 175 2206452 5 /openedx/staticfiles/xmodule/modules/css/_000-80797edfb8c43719d5c3a81f5770ef46.scss
DUPTYPE_WITHIN_SAME_TREE -7135 4 973 175 1978007 5 /openedx/staticfiles/studio/xmodule/modules/css/_000-80797edfb8c43719d5c3a81f5770ef46.scss
DUPTYPE_FIRST_OCCURRENCE 45 1 974 175 2251064 5 /openedx/staticfiles/bundles/AnnotatableBlockStudio.1df0e2989c14.js
DUPTYPE_WITHIN_SAME_TREE -45 2 974 175 1979033 5 /openedx/staticfiles/studio/bundles/AnnotatableBlockStudio.1df0e2989c14.js
DUPTYPE_WITHIN_SAME_TREE -45 2 974 175 1977902 5 /openedx/staticfiles/studio/bundles/AnnotatableBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -45 2 974 175 1977915 5 /openedx/staticfiles/studio/bundles/AnnotatableBlockStudio.30c12ec2abc1fc70ffe0.js
DUPTYPE_WITHIN_SAME_TREE -45 2 974 175 1979046 5 /openedx/staticfiles/studio/bundles/AnnotatableBlockStudio.30c12ec2abc1fc70ffe0.1df0e2989c14.js
DUPTYPE_WITHIN_SAME_TREE -45 1 974 175 2201140 5 /openedx/staticfiles/bundles/AnnotatableBlockStudio.30c12ec2abc1fc70ffe0.js
DUPTYPE_WITHIN_SAME_TREE -45 1 974 175 2201127 5 /openedx/staticfiles/bundles/AnnotatableBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -45 1 974 175 2251077 5 /openedx/staticfiles/bundles/AnnotatableBlockStudio.30c12ec2abc1fc70ffe0.1df0e2989c14.js
DUPTYPE_FIRST_OCCURRENCE 8393 4 974 175 2246876 5 /openedx/staticfiles/studio-frontend/src/components/AssetsFilters/displayMessages.1589e6dacaec.jsx
DUPTYPE_WITHIN_SAME_TREE -8393 4 974 175 2233313 5 /openedx/staticfiles/studio-frontend/src/components/AssetsFilters/displayMessages.jsx
DUPTYPE_FIRST_OCCURRENCE 109 1 974 175 2250905 5 /openedx/staticfiles/bundles/CustomTagBlockStudio.6ad4da3d12afca8df093.abc933265030.js
DUPTYPE_WITHIN_SAME_TREE -109 1 974 175 2201167 5 /openedx/staticfiles/bundles/CustomTagBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -109 2 974 175 1979073 5 /openedx/staticfiles/studio/bundles/CustomTagBlockStudio.abc933265030.js
DUPTYPE_WITHIN_SAME_TREE -109 1 974 175 2201094 5 /openedx/staticfiles/bundles/CustomTagBlockStudio.6ad4da3d12afca8df093.js
DUPTYPE_WITHIN_SAME_TREE -109 1 974 175 2251104 5 /openedx/staticfiles/bundles/CustomTagBlockStudio.abc933265030.js
DUPTYPE_WITHIN_SAME_TREE -109 2 974 175 1977942 5 /openedx/staticfiles/studio/bundles/CustomTagBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -109 2 974 175 1977869 5 /openedx/staticfiles/studio/bundles/CustomTagBlockStudio.6ad4da3d12afca8df093.js
DUPTYPE_WITHIN_SAME_TREE -109 2 974 175 1979000 5 /openedx/staticfiles/studio/bundles/CustomTagBlockStudio.6ad4da3d12afca8df093.abc933265030.js
DUPTYPE_FIRST_OCCURRENCE 4603 3 974 175 2247418 5 /openedx/staticfiles/edx-ui-toolkit/js/dropdown-menu/dropdown.7abf0ea8e7cf.underscore
DUPTYPE_WITHIN_SAME_TREE -4603 4 974 175 1977734 5 /openedx/staticfiles/studio/edx-ui-toolkit/js/dropdown-menu/dropdown.underscore
DUPTYPE_WITHIN_SAME_TREE -4603 4 974 175 1978659 5 /openedx/staticfiles/studio/edx-ui-toolkit/js/dropdown-menu/dropdown.7abf0ea8e7cf.underscore
DUPTYPE_WITHIN_SAME_TREE -4603 3 974 175 2200959 5 /openedx/staticfiles/edx-ui-toolkit/js/dropdown-menu/dropdown.underscore
DUPTYPE_FIRST_OCCURRENCE 10473 5 975 175 2245911 5 /openedx/staticfiles/js/bower/jquery/src/manipulation/support.fa4b7fa59344.js
DUPTYPE_WITHIN_SAME_TREE -10473 9 975 175 2234921 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/manipulation/support.js
DUPTYPE_WITHIN_SAME_TREE -10473 10 975 175 2365237 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/manipulation/support.fa4b7fa59344.js
DUPTYPE_WITHIN_SAME_TREE -10473 6 975 175 2365738 5 /openedx/staticfiles/studio/js/bower/jquery/src/manipulation/support.fa4b7fa59344.js
DUPTYPE_WITHIN_SAME_TREE -10473 9 975 175 2240776 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/manipulation/support.fa4b7fa59344.js
DUPTYPE_WITHIN_SAME_TREE -10473 6 975 175 2324997 5 /openedx/staticfiles/studio/js/bower/jquery/src/manipulation/support.js
DUPTYPE_WITHIN_SAME_TREE -10473 10 975 175 2325897 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/manipulation/support.js
DUPTYPE_WITHIN_SAME_TREE -10473 5 975 175 2234378 5 /openedx/staticfiles/js/bower/jquery/src/manipulation/support.js
DUPTYPE_FIRST_OCCURRENCE 3853 2 976 175 2248737 5 /openedx/staticfiles/templates/static_templates/404.9e5bbb9ce0a6.html
DUPTYPE_WITHIN_SAME_TREE -3853 2 976 175 2231314 5 /openedx/staticfiles/templates/static_templates/404.html
DUPTYPE_FIRST_OCCURRENCE 7123 3 976 175 2247519 5 /openedx/staticfiles/xmodule/descriptors/js/001-f7c2cfb3cff0dd3aefa932f8e02d1435.f7c2cfb3cff0.js
DUPTYPE_WITHIN_SAME_TREE -7123 3 976 175 2206472 5 /openedx/staticfiles/xmodule/descriptors/js/001-f7c2cfb3cff0dd3aefa932f8e02d1435.js
DUPTYPE_WITHIN_SAME_TREE -7123 4 976 175 1978023 5 /openedx/staticfiles/studio/xmodule/descriptors/js/001-f7c2cfb3cff0dd3aefa932f8e02d1435.js
DUPTYPE_WITHIN_SAME_TREE -7123 4 976 175 1978757 5 /openedx/staticfiles/studio/xmodule/descriptors/js/001-f7c2cfb3cff0dd3aefa932f8e02d1435.f7c2cfb3cff0.js
DUPTYPE_FIRST_OCCURRENCE 1351 1 977 175 2251160 5 /openedx/staticfiles/templates/problem_notifications.4898d225ec6e.html
DUPTYPE_WITHIN_SAME_TREE -1351 1 977 175 2208429 5 /openedx/staticfiles/templates/problem_notifications.html
DUPTYPE_FIRST_OCCURRENCE 4981 3 978 175 2247737 5 /openedx/staticfiles/js/discovery/views/facet.ba42d35ec925.js
DUPTYPE_WITHIN_SAME_TREE -4981 3 978 175 2231661 5 /openedx/staticfiles/js/discovery/views/facet.js
DUPTYPE_FIRST_OCCURRENCE 10967 5 978 175 2245528 5 /openedx/staticfiles/studio-frontend/src/data/i18n/locales/currentlySupportedLangs.cb0c5325453b.jsx
DUPTYPE_WITHIN_SAME_TREE -10967 5 978 175 2233220 5 /openedx/staticfiles/studio-frontend/src/data/i18n/locales/currentlySupportedLangs.jsx
DUPTYPE_FIRST_OCCURRENCE 5597 3 979 175 2247986 5 /openedx/staticfiles/paragon/src/Button/Button.test.465186d49c54.jsx
DUPTYPE_WITHIN_SAME_TREE -5597 6 979 175 2233030 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Button/Button.test.jsx
DUPTYPE_WITHIN_SAME_TREE -5597 6 979 175 2232212 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Button/Button.test.jsx
DUPTYPE_WITHIN_SAME_TREE -5597 6 979 175 2242764 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Button/Button.test.465186d49c54.jsx
DUPTYPE_WITHIN_SAME_TREE -5597 3 979 175 2232485 5 /openedx/staticfiles/paragon/src/Button/Button.test.jsx
DUPTYPE_WITHIN_SAME_TREE -5597 6 979 175 2242509 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Button/Button.test.465186d49c54.jsx
DUPTYPE_FIRST_OCCURRENCE 9935 5 980 175 2245648 5 /openedx/staticfiles/admin/js/vendor/select2/i18n/sr.5ed85a48f483.js
DUPTYPE_WITHIN_SAME_TREE -9935 6 980 175 2235369 5 /openedx/staticfiles/studio/admin/js/vendor/select2/i18n/sr.js
DUPTYPE_WITHIN_SAME_TREE -9935 5 980 175 2233558 5 /openedx/staticfiles/admin/js/vendor/select2/i18n/sr.js
DUPTYPE_WITHIN_SAME_TREE -9935 6 980 175 2240488 5 /openedx/staticfiles/studio/admin/js/vendor/select2/i18n/sr.5ed85a48f483.js
DUPTYPE_FIRST_OCCURRENCE 7233 4 981 175 2246163 5 /openedx/staticfiles/common/js/discussion/models/discussion_course_settings.2fce4107b6d1.js
DUPTYPE_WITHIN_SAME_TREE -7233 5 981 175 913360 5 /openedx/staticfiles/studio/common/js/discussion/models/discussion_course_settings.js
DUPTYPE_WITHIN_SAME_TREE -7233 4 981 175 2175925 5 /openedx/staticfiles/common/js/discussion/models/discussion_course_settings.js
DUPTYPE_WITHIN_SAME_TREE -7233 5 981 175 913571 5 /openedx/staticfiles/studio/common/js/discussion/models/discussion_course_settings.2fce4107b6d1.js
DUPTYPE_FIRST_OCCURRENCE 3685 2 981 175 2248636 5 /openedx/staticfiles/templates/discussion/_switch_experience_fragment.5fdf46a5a373.html
DUPTYPE_WITHIN_SAME_TREE -3685 2 981 175 2214987 5 /openedx/staticfiles/templates/discussion/_switch_experience_fragment.html
DUPTYPE_FIRST_OCCURRENCE 7293 4 982 175 2246484 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/90pv-RKSJ-H.87fe105691f6.bcmap
DUPTYPE_WITHIN_SAME_TREE -7293 5 982 175 1977599 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/90pv-RKSJ-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -7293 5 982 175 1978513 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/90pv-RKSJ-H.87fe105691f6.bcmap
DUPTYPE_WITHIN_SAME_TREE -7293 4 982 175 2200824 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/90pv-RKSJ-H.bcmap
DUPTYPE_FIRST_OCCURRENCE 6853 3 983 175 2247826 5 /openedx/staticfiles/teams/js/views/team_discussion.fc297b401221.js
DUPTYPE_WITHIN_SAME_TREE -6853 3 983 175 2231957 5 /openedx/staticfiles/teams/js/views/team_discussion.js
DUPTYPE_FIRST_OCCURRENCE 9875 5 984 175 2245626 5 /openedx/staticfiles/admin/js/vendor/select2/i18n/he.e420ff6cd3ed.js
DUPTYPE_WITHIN_SAME_TREE -9875 6 984 175 2235348 5 /openedx/staticfiles/studio/admin/js/vendor/select2/i18n/he.js
DUPTYPE_WITHIN_SAME_TREE -9875 5 984 175 2233537 5 /openedx/staticfiles/admin/js/vendor/select2/i18n/he.js
DUPTYPE_WITHIN_SAME_TREE -9875 6 984 175 2240467 5 /openedx/staticfiles/studio/admin/js/vendor/select2/i18n/he.e420ff6cd3ed.js
DUPTYPE_FIRST_OCCURRENCE 3561 2 985 175 2248752 5 /openedx/staticfiles/templates/certificates/url_unsupported.bda4d378d089.html
DUPTYPE_WITHIN_SAME_TREE -3561 2 985 175 2231327 5 /openedx/staticfiles/templates/certificates/url_unsupported.html
DUPTYPE_FIRST_OCCURRENCE 7921 4 990 175 2246687 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/_toasts.0cce5ec73009.scss
DUPTYPE_WITHIN_SAME_TREE -7921 4 990 175 2232684 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/_toasts.scss
DUPTYPE_FIRST_OCCURRENCE 4675 3 992 175 2247924 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/react/package.68adb4bf5e17.json
DUPTYPE_WITHIN_SAME_TREE -4675 3 992 175 2232366 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/react/package.json
DUPTYPE_FIRST_OCCURRENCE 3311 2 997 175 1979155 5 /openedx/staticfiles/studio/templates/due-date-editor.68ee1c3c097a.underscore
DUPTYPE_WITHIN_SAME_TREE -3311 2 997 175 1978082 5 /openedx/staticfiles/studio/templates/due-date-editor.underscore
DUPTYPE_FIRST_OCCURRENCE 8595 4 997 175 2246909 5 /openedx/staticfiles/studio-frontend/src/utils/CourseChecklist/getFilteredChecklist.fbd45c100cde.js
DUPTYPE_WITHIN_SAME_TREE -8595 4 997 175 2233358 5 /openedx/staticfiles/studio-frontend/src/utils/CourseChecklist/getFilteredChecklist.js
DUPTYPE_FIRST_OCCURRENCE 6299 3 998 175 1978874 5 /openedx/staticfiles/studio/js/factories/library.4b81264aba3c.js
DUPTYPE_WITHIN_SAME_TREE -6299 3 998 175 1978185 5 /openedx/staticfiles/studio/js/factories/library.js
DUPTYPE_FIRST_OCCURRENCE 1301 1 998 175 2251177 5 /openedx/staticfiles/templates/file-upload.a4d033fcc1c0.underscore
DUPTYPE_WITHIN_SAME_TREE -1301 1 998 175 2208446 5 /openedx/staticfiles/templates/file-upload.underscore
DUPTYPE_FIRST_OCCURRENCE 5641 3 998 175 2247996 5 /openedx/staticfiles/paragon/src/Hyperlink/README.4949ab75bbeb.md
DUPTYPE_WITHIN_SAME_TREE -5641 6 998 175 2233040 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Hyperlink/README.md
DUPTYPE_WITHIN_SAME_TREE -5641 6 998 175 2242531 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Hyperlink/README.4949ab75bbeb.md
DUPTYPE_WITHIN_SAME_TREE -5641 6 998 175 2232222 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Hyperlink/README.md
DUPTYPE_WITHIN_SAME_TREE -5641 6 998 175 2242776 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/Hyperlink/README.4949ab75bbeb.md
DUPTYPE_WITHIN_SAME_TREE -5641 3 998 175 2232495 5 /openedx/staticfiles/paragon/src/Hyperlink/README.md
DUPTYPE_FIRST_OCCURRENCE 3471 2 1002 175 2249909 5 /openedx/staticfiles/teams/templates/edit-team-member.8e5f56d68f32.underscore
DUPTYPE_WITHIN_SAME_TREE -3471 2 1002 175 2231953 5 /openedx/staticfiles/teams/templates/edit-team-member.underscore
DUPTYPE_FIRST_OCCURRENCE 2071 2 1002 175 2248538 5 /openedx/staticfiles/images/fontawesome/quote-left.cdc3d10012f9.svg
DUPTYPE_WITHIN_SAME_TREE -2071 3 1002 175 1977802 5 /openedx/staticfiles/studio/images/fontawesome/quote-left.svg
DUPTYPE_WITHIN_SAME_TREE -2071 2 1002 175 2201027 5 /openedx/staticfiles/images/fontawesome/quote-left.svg
DUPTYPE_WITHIN_SAME_TREE -2071 3 1002 175 1978825 5 /openedx/staticfiles/studio/images/fontawesome/quote-left.cdc3d10012f9.svg
DUPTYPE_FIRST_OCCURRENCE 7095 3 1004 175 2248223 5 /openedx/staticfiles/xblock/resources/xmodule.word_cloud_module/webpack.config.e008e99aea76.js
DUPTYPE_WITHIN_SAME_TREE -7095 4 1004 175 913517 5 /openedx/staticfiles/studio/xblock/resources/xmodule.word_cloud_module/webpack.config.js
DUPTYPE_WITHIN_SAME_TREE -7095 4 1004 175 913656 5 /openedx/staticfiles/studio/xblock/resources/xmodule.word_cloud_module/webpack.config.e008e99aea76.js
DUPTYPE_WITHIN_SAME_TREE -7095 3 1004 175 2235162 5 /openedx/staticfiles/xblock/resources/xmodule.word_cloud_module/webpack.config.js
DUPTYPE_FIRST_OCCURRENCE 10467 5 1006 175 2245938 5 /openedx/staticfiles/js/bower/jquery/src/exports/amd.0e2411cca15d.js
DUPTYPE_WITHIN_SAME_TREE -10467 6 1006 175 2365764 5 /openedx/staticfiles/studio/js/bower/jquery/src/exports/amd.0e2411cca15d.js
DUPTYPE_WITHIN_SAME_TREE -10467 10 1006 175 2325948 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/exports/amd.js
DUPTYPE_WITHIN_SAME_TREE -10467 10 1006 175 2365263 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/exports/amd.0e2411cca15d.js
DUPTYPE_WITHIN_SAME_TREE -10467 6 1006 175 2325064 5 /openedx/staticfiles/studio/js/bower/jquery/src/exports/amd.js
DUPTYPE_WITHIN_SAME_TREE -10467 5 1006 175 2234415 5 /openedx/staticfiles/js/bower/jquery/src/exports/amd.js
DUPTYPE_WITHIN_SAME_TREE -10467 9 1006 175 2240811 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/exports/amd.0e2411cca15d.js
DUPTYPE_WITHIN_SAME_TREE -10467 9 1006 175 2234958 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/exports/amd.js
DUPTYPE_FIRST_OCCURRENCE 361 1 1007 175 2251620 5 /openedx/staticfiles/dist/openassessment-rtl.fdcf1f14feb03ce4e582.ce1c3039bdcf.js
DUPTYPE_WITHIN_SAME_TREE -361 6 1007 175 2365822 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/dist/openassessment-rtl.fdcf1f14feb03ce4e582.ce1c3039bdcf.js
DUPTYPE_WITHIN_SAME_TREE -361 1 1007 175 2234232 5 /openedx/staticfiles/dist/openassessment-rtl.fdcf1f14feb03ce4e582.js
DUPTYPE_WITHIN_SAME_TREE -361 5 1007 175 2234662 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/dist/openassessment-rtl.fdcf1f14feb03ce4e582.js
DUPTYPE_WITHIN_SAME_TREE -361 5 1007 175 2245977 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/dist/openassessment-rtl.fdcf1f14feb03ce4e582.ce1c3039bdcf.js
DUPTYPE_WITHIN_SAME_TREE -361 6 1007 175 2325507 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/dist/openassessment-rtl.fdcf1f14feb03ce4e582.js
DUPTYPE_WITHIN_SAME_TREE -361 2 1007 175 2240169 5 /openedx/staticfiles/studio/dist/openassessment-rtl.fdcf1f14feb03ce4e582.js
DUPTYPE_WITHIN_SAME_TREE -361 2 1007 175 2252176 5 /openedx/staticfiles/studio/dist/openassessment-rtl.fdcf1f14feb03ce4e582.ce1c3039bdcf.js
DUPTYPE_FIRST_OCCURRENCE 352 1 1007 175 2251615 5 /openedx/staticfiles/dist/openassessment-ltr.d387a062a81f7931a1c9.0476c572e686.js
DUPTYPE_WITHIN_SAME_TREE -352 6 1007 175 2365817 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/dist/openassessment-ltr.d387a062a81f7931a1c9.0476c572e686.js
DUPTYPE_WITHIN_SAME_TREE -352 5 1007 175 2234657 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/dist/openassessment-ltr.d387a062a81f7931a1c9.js
DUPTYPE_WITHIN_SAME_TREE -352 1 1007 175 2234227 5 /openedx/staticfiles/dist/openassessment-ltr.d387a062a81f7931a1c9.js
DUPTYPE_WITHIN_SAME_TREE -352 5 1007 175 2245972 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/dist/openassessment-ltr.d387a062a81f7931a1c9.0476c572e686.js
DUPTYPE_WITHIN_SAME_TREE -352 2 1007 175 2252171 5 /openedx/staticfiles/studio/dist/openassessment-ltr.d387a062a81f7931a1c9.0476c572e686.js
DUPTYPE_WITHIN_SAME_TREE -352 2 1007 175 2240085 5 /openedx/staticfiles/studio/dist/openassessment-ltr.d387a062a81f7931a1c9.js
DUPTYPE_WITHIN_SAME_TREE -352 6 1007 175 2325497 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/dist/openassessment-ltr.d387a062a81f7931a1c9.js
DUPTYPE_FIRST_OCCURRENCE 6837 3 1009 175 2247843 5 /openedx/staticfiles/teams/js/models/topic.4ef0d9a01355.js
DUPTYPE_WITHIN_SAME_TREE -6837 3 1009 175 2231974 5 /openedx/staticfiles/teams/js/models/topic.js
DUPTYPE_FIRST_OCCURRENCE 3431 2 1009 175 1979159 5 /openedx/staticfiles/studio/templates/xblock-string-field-editor.0f6d80fc77c3.underscore
DUPTYPE_WITHIN_SAME_TREE -3431 2 1009 175 1978086 5 /openedx/staticfiles/studio/templates/xblock-string-field-editor.underscore
